Year,Season,Date,Time,At,Opponent,Location,Score
1903,1903 Football,10/07/1903,TBA,Home,Hamline,"Minneapolis, Minn.",W 65-0
1903,1903 Football,10/10/1903,TBA,Home,Iowa State,"Minneapolis, Minn.",W 46-0
1903,1903 Football,10/17/1903,TBA,Home,Iowa,"Minneapolis, Minn.",W 75-0
1903,1903 Football,10/24/1903,TBA,Home,Beloit,"Minneapolis, Minn.",W 46-0
1903,1903 Football,10/31/1903,TBA,Home,Michigan,"Minneapolis, Minn.",T 6-6
1904,1904 Football,09/17/1904,TBA,Home,Twin Cities High School,"Minneapolis, Minn.",W 107-0
1904,1904 Football,09/24/1904,TBA,Home,South Dakota,"Minneapolis, Minn.",W 77-0
1904,1904 Football,09/28/1904,TBA,Home,Shattuck,"Minneapolis, Minn.",W 75-0
1904,1904 Football,10/01/1904,TBA,Home,Carleton,"Minneapolis, Minn.",W 65-0
1904,1904 Football,10/05/1904,TBA,Home,St. Thomas (Minn.),"Minneapolis, Minn.",W 47-0
1904,1904 Football,10/08/1904,TBA,Home,North Dakota,"Minneapolis, Minn.",W 35-0
1904,1904 Football,10/15/1904,TBA,Home,Iowa State,"Minneapolis, Minn.",W 32-0
1904,1904 Football,10/22/1904,TBA,Home,Grinnell,"Minneapolis, Minn.",W 146-0
1904,1904 Football,10/29/1904,TBA,Home,Nebraska,"Minneapolis, Minn.",W 16-12
1904,1904 Football,11/05/1904,TBA,Home,Lawrence,"Minneapolis, Minn.",W 69-0
1904,1904 Football,11/12/1904,TBA,Home,Wisconsin,"Minneapolis, Minn.",W 28-0
1904,1904 Football,11/24/1904,TBA,Home,Iowa,"Iowa City, IA",W 11-0
1905,1905 Football,09/23/1905,TBA,Home,Twin Cities High School,"Minneapolis, Minn.",W 74-0
1905,1905 Football,09/30/1905,TBA,Home,Pillsbury/Shattuck,"Minneapolis, Minn.",W 54-0
1905,1905 Football,10/04/1905,TBA,Home,St. Thomas (Minn.),"Minneapolis, Minn.",W 42-0
1905,1905 Football,10/07/1905,TBA,Home,North Dakota,"Minneapolis, Minn.",W 45-0
1905,1905 Football,10/14/1905,TBA,Home,Iowa State,"Minneapolis, Minn.",W 42-0
1905,1905 Football,10/21/1905,TBA,Home,Iowa,"Minneapolis, Minn.",W 39-0
1905,1905 Football,10/28/1905,TBA,Home,Lawrence,"Minneapolis, Minn.",W 46-0
1905,1905 Football,11/04/1905,TBA,Home,Wisconsin,"Minneapolis, Minn.",L 12-16
1905,1905 Football,11/11/1905,TBA,Home,South Dakota,"Minneapolis, Minn.",W 81-0
1905,1905 Football,11/18/1905,TBA,Home,Nebraska,"Minneapolis, Minn.",W 35-0
1905,1905 Football,11/25/1905,TBA,Home,Northwestern,"Saint Paul, Minn.",W 72-6
1906,1906 Football,10/27/1906,TBA,Home,Iowa State,"Minneapolis, Minn.",W 22-4
1906,1906 Football,11/03/1906,TBA,Home,Nebraska,"Minneapolis, Minn.",W 13-0
1906,1906 Football,11/17/1906,TBA,Home,Carlisle,"Minneapolis, Minn.",L 0-17
1906,1906 Football,11/24/1906,TBA,Home,Indiana,"Minneapolis, Minn.",W 8-6
1907,1907 Football,10/12/1907,TBA,Home,Iowa State,"Minneapolis, Minn.",W 8-0
1907,1907 Football,10/19/1907,TBA,Home,Nebraska,"Minneapolis, Minn.",W 8-5
1907,1907 Football,11/02/1907,TBA,Home,Chicago,"Minneapolis, Minn.",L 12-18
1907,1907 Football,11/16/1907,TBA,Home,Carlisle,"Minneapolis, Minn.",L 10-12
1908,1908 Football,10/03/1908,TBA,Home,Lawrence,"Minneapolis, Minn.",W 6-0
1908,1908 Football,10/10/1908,TBA,Home,Iowa State,"Minneapolis, Minn.",W 15-10
1908,1908 Football,10/17/1908,TBA,Home,Nebraska,"Minneapolis, Minn.",T 0-0
1908,1908 Football,11/07/1908,TBA,Home,Wisconsin,"Minneapolis, Minn.",L 0-5
1908,1908 Football,11/21/1908,TBA,Home,Carlisle,"Minneapolis, Minn.",W 11-6
1909,1909 Football,09/25/1909,TBA,Home,Lawrence,"Minneapolis, Minn.",W 25-0
1909,1909 Football,10/02/1909,TBA,Home,Iowa,"Minneapolis, Minn.",W 41-0
1909,1909 Football,10/09/1909,TBA,Home,Iowa State,"Minneapolis, Minn.",W 18-0
1909,1909 Football,10/30/1909,TBA,Home,Chicago,"Minneapolis, Minn.",W 20-6
1909,1909 Football,11/20/1909,TBA,Home,Michigan,"Minneapolis, Minn.",L 6-15
1910,1910 Football,09/24/1910,TBA,Home,Lawrence,"Minneapolis, Minn.",W 34-0
1910,1910 Football,10/01/1910,TBA,Home,South Dakota,"Minneapolis, Minn.",W 17-0
1910,1910 Football,10/08/1910,TBA,Home,Iowa State,"Minneapolis, Minn.",W 49-0
1910,1910 Football,10/15/1910,TBA,Home,Nebraska,"Minneapolis, Minn.",W 27-0
1910,1910 Football,11/12/1910,TBA,Home,Wisconsin,"St. Paul, Minn.",W 28-0
1911,1911 Football,09/30/1911,TBA,Home,Iowa State,"Minneapolis, Minn.",W 5-0
1911,1911 Football,10/07/1911,TBA,Home,South Dakota,"Minneapolis, Minn.",W 5-0
1911,1911 Football,10/21/1911,TBA,Home,Nebraska,"Minneapolis, Minn.",W 21-3
1911,1911 Football,10/28/1911,TBA,Home,Iowa,"Minneapolis, Minn.",W 24-6
1911,1911 Football,11/04/1911,TBA,Home,Chicago,"Minneapolis, Minn.",W 30-0
1912,1912 Football,09/28/1912,TBA,Home,South Dakota,"Minneapolis, Minn.",L 0-10
1912,1912 Football,10/05/1912,TBA,Home,Iowa State,"Minneapolis, Minn.",W 5-0
1912,1912 Football,10/19/1912,TBA,Home,Nebraska,"Minneapolis, Minn.",W 13-0
1912,1912 Football,10/26/1912,TBA,Home,Iowa,"Minneapolis, Minn.",W 56-7
1912,1912 Football,11/02/1912,TBA,Home,Illinois,"Minneapolis, Minn.",W 13-0
1912,1912 Football,11/16/1912,TBA,Home,Wisconsin,"St. Paul, Minn.",L 0-14
1913,1913 Football,09/27/1913,TBA,Home,South Dakota,"Minneapolis, Minn.",W 14-0
1913,1913 Football,10/04/1913,TBA,Home,Iowa State,"Minneapolis, Minn.",W 25-0
1913,1913 Football,10/25/1913,TBA,Home,North Dakota,"Minneapolis, Minn.",W 30-0
1913,1913 Football,11/15/1913,TBA,Home,Chicago,"Minneapolis, Minn.",L 7-13
1914,1914 Football,10/03/1914,TBA,Home,North Dakota,"Minneapolis, Minn.",W 28-6
1914,1914 Football,10/10/1914,TBA,Home,Iowa State,"Minneapolis, Minn.",W 25-0
1914,1914 Football,10/17/1914,TBA,Home,South Dakota,"Minneapolis, Minn.",W 29-7
1914,1914 Football,10/31/1914,TBA,Home,Illinois,"Minneapolis, Minn.",L 6-21
1914,1914 Football,11/14/1914,TBA,Home,Wisconsin,"Minneapolis, Minn.",W 14-3
1914,1914 Football,11/21/1914,TBA,Home,Chicago,"Minneapolis, Minn.",W 13-7
1915,1915 Football,10/02/1915,TBA,Home,North Dakota,"Minneapolis, Minn.",W 41-0
1915,1915 Football,10/09/1915,TBA,Home,Iowa State,"Minneapolis, Minn.",W 34-6
1915,1915 Football,10/16/1915,TBA,Home,South Dakota,"Minneapolis, Minn.",W 19-0
1915,1915 Football,10/23/1915,TBA,Home,Iowa,"Minneapolis, Minn.",W 51-13
1915,1915 Football,11/13/1915,TBA,Home,Chicago,"Minneapolis, Minn.",W 20-7
1916,1916 Football,10/07/1916,TBA,Home,South Dakota St.,"Minneapolis, Minn.",W 41-7
1916,1916 Football,10/14/1916,TBA,Home,North Dakota,"Minneapolis, Minn.",W 47-7
1916,1916 Football,10/21/1916,TBA,Home,South Dakota,"Minneapolis, Minn.",W 81-0
1916,1916 Football,10/28/1916,TBA,Home,Iowa,"Minneapolis, Minn.",W 67-0
1916,1916 Football,11/04/1916,TBA,Home,Illinois,"Minneapolis, Minn.",L 9-14
1916,1916 Football,11/18/1916,TBA,Home,Wisconsin,"St. Paul, Minn.",W 54-0
1917,1917 Football,10/13/1917,TBA,Home,South Dakota St.,"Minneapolis, Minn.",W 64-0
1917,1917 Football,10/20/1917,TBA,Home,Indiana,"Minneapolis, Minn.",W 33-9
1917,1917 Football,11/17/1917,TBA,Home,Chicago,"Minneapolis, Minn.",W 33-0
1918,1918 Football,10/05/1918,TBA,Home,All-Stars,"Minneapolis, Minn.",T 0-0
1918,1918 Football,10/19/1918,TBA,Home,Overland Station,"Minneapolis, Minn.",W 30-0
1918,1918 Football,11/02/1918,TBA,Home,St. Olaf,"Minneapolis, Minn.",W 59-6
1918,1918 Football,11/16/1918,TBA,Home,Wisconsin,"Minneapolis, Minn.",W 6-0
1918,1918 Football,11/23/1918,TBA,Home,Chicago Municipal Pier,"Minneapolis, Minn.",L 6-20
1919,1919 Football,10/04/1919,TBA,Home,North Dakota,"Minneapolis, Minn.",W 39-0
1919,1919 Football,10/11/1919,TBA,Home,Nebraska,"Minneapolis, Minn.",W 6-6
1919,1919 Football,10/25/1919,TBA,Home,Iowa,"Minneapolis, Minn.",L 6-9
1919,1919 Football,11/08/1919,TBA,Home,Illinois,"Minneapolis, Minn.",L 6-10
1920,1920 Football,10/02/1920,TBA,Home,North Dakota,"Minneapolis, Minn.",W 41-3
1920,1920 Football,10/16/1920,TBA,Home,Indiana,"Minneapolis, Minn.",L 7-21
1920,1920 Football,11/06/1920,TBA,Home,Wisconsin,"Minneapolis, Minn.",L 0-3
1920,1920 Football,11/20/1920,TBA,Home,Michigan,"Minneapolis, Minn.",L 0-3
1921,1921 Football,10/01/1921,TBA,Home,North Dakota,"Minneapolis, Minn.",W 19-0
1921,1921 Football,10/08/1921,TBA,Home,Northwestern,"Minneapolis, Minn.",W 28-0
1921,1921 Football,10/22/1921,TBA,Home,Indiana,"Minneapolis, Minn.",W 6-0
1921,1921 Football,11/05/1921,TBA,Home,Iowa,"Minneapolis, Minn.",L 7-41
1922,1922 Football,10/07/1922,TBA,Home,North Dakota,"Minneapolis, Minn.",W 22-0
1922,1922 Football,10/21/1922,TBA,Home,Northwestern,"Minneapolis, Minn.",T 7-7
1922,1922 Football,10/28/1922,TBA,Home,Ohio State,"Minneapolis, Minn.",W 9-0
1922,1922 Football,11/04/1922,TBA,Home,Wisconsin,"Minneapolis, Minn.",L 0-14
1922,1922 Football,11/25/1922,TBA,Home,Michigan,"Minneapolis, Minn.",L 7-16
1923,1923 Football,10/06/1923,TBA,Home,Iowa State,"Minneapolis, Minn.",W 20-17
1923,1923 Football,10/13/1923,TBA,Home,Haskell,"Minneapolis, Minn.",W 13-12
1923,1923 Football,10/20/1923,TBA,Home,North Dakota,"Minneapolis, Minn.",W 27-0
1923,1923 Football,11/03/1923,TBA,Home,Northwestern,"Minneapolis, Minn.",W 34-14
1923,1923 Football,11/17/1923,TBA,Home,Iowa,"Minneapolis, Minn.",W 20-7
1924,1924 Football,10/04/1924,TBA,Home,North Dakota,"Minneapolis, Minn.",W 14-0
1924,1924 Football,10/11/1924,TBA,Home,Haskell,"Minneapolis, Minn.",W 20-0
1924,1924 Football,11/01/1924,TBA,Home,Michigan,"Minneapolis, Minn.",L 0-13
1924,1924 Football,11/08/1924,TBA,Home,Iowa State,"Minneapolis, Minn.",T 7-7
1924,1924 Football,11/15/1924,TBA,Home,Illinois,"Minneapolis, Minn.",W 20-7
1924,1924 Football,11/22/1924,TBA,Home,Vanderbilt,"Minneapolis, Minn.",L 0-16
1925,1925 Football,10/03/1925,TBA,Home,North Dakota,"Minneapolis, Minn.",W 25-6
1925,1925 Football,10/10/1925,TBA,Home,Grinnell,"Minneapolis, Minn.",W 34-6
1925,1925 Football,10/17/1925,TBA,Home,Wabash,"Minneapolis, Minn.",W 32-6
1925,1925 Football,10/24/1925,TBA,Home,Notre Dame,"Minneapolis, Minn.",L 7-19
1925,1925 Football,10/31/1925,TBA,Home,Wisconsin,"Minneapolis, Minn.",T 12-12
1925,1925 Football,11/07/1925,TBA,Home,Butler,"Minneapolis, Minn.",W 33-7
1925,1925 Football,11/14/1925,TBA,Home,Iowa,"Minneapolis, Minn.",W 33-0
1926,1926 Football,10/02/1926,TBA,Home,North Dakota,"Minneapolis, Minn.",W 51-0
1926,1926 Football,10/09/1926,TBA,Home,Notre Dame,"Minneapolis, Minn.",L 7-20
1926,1926 Football,10/23/1926,TBA,Home,Wabash,"Minneapolis, Minn.",W 67-7
1926,1926 Football,11/13/1926,TBA,Home,Butler,"Minneapolis, Minn.",W 81-0
1926,1926 Football,11/20/1926,TBA,Home,Michigan,"Minneapolis, Minn.",L 6-7
1927,1927 Football,10/01/1927,TBA,Home,North Dakota,"Minneapolis, Minn.",W 57-10
1927,1927 Football,10/08/1927,TBA,Home,Oklahoma A&M,"Minneapolis, Minn.",W 40-0
1927,1927 Football,10/22/1927,TBA,Home,Iowa,"Minneapolis, Minn.",W 38-0
1927,1927 Football,10/29/1927,TBA,Home,Wisconsin,"Minneapolis, Minn.",W 13-7
1927,1927 Football,11/12/1927,TBA,Home,Drake University,"Minneapolis, Minn.",W 27-6
1927,1927 Football,11/19/1927,TBA,Home,Michigan,"Ann Arbor, Mich.",W 13-7
1928,1928 Football,10/06/1928,TBA,Home,Creighton,"Minneapolis, Minn.",W 40-0
1928,1928 Football,10/13/1928,TBA,Home,Purdue,"Minneapolis, Minn.",W 15-0
1928,1928 Football,10/20/1928,TBA,Home,Chicago,"Minneapolis, Minn.",W 33-7
1928,1928 Football,11/10/1928,TBA,Home,Indiana,"Minneapolis, Minn.",W 21-12
1928,1928 Football,11/17/1928,TBA,Home,Haskell,"Minneapolis, Minn.",W 52-0
1929,1929 Football,10/05/1929,TBA,Home,Coe College,"Minneapolis, Minn.",W 39-0
1929,1929 Football,10/12/1929,TBA,Home,Vanderbilt,"Minneapolis, Minn.",W 15-6
1929,1929 Football,10/26/1929,TBA,Home,Ripon,"Minneapolis, Minn.",W 54-0
1929,1929 Football,11/02/1929,TBA,Home,Indiana,"Minneapolis, Minn.",W 19-7
1929,1929 Football,11/16/1929,TBA,Home,Michigan,"Minneapolis, Minn.",L 6-7
1929,1929 Football,11/23/1929,TBA,Home,Wisconsin,"Minneapolis, Minn.",W 13-12
1930,1930 Football,09/27/1930,TBA,Home,South Dakota St.,"Minneapolis, Minn.",W 48-0
1930,1930 Football,10/04/1930,TBA,Home,Vanderbilt,"Minneapolis, Minn.",L 7-33
1930,1930 Football,10/11/1930,TBA,Home,Stanford,"Minneapolis, Minn.",T 0-0
1930,1930 Football,10/18/1930,TBA,Home,Indiana,"St. Paul, Minn.",W 6-0
1930,1930 Football,11/01/1930,TBA,Home,Northwestern,"St. Paul, Minn.",L 6-27
1930,1930 Football,11/08/1930,TBA,Home,South Dakota,"Minneapolis, Minn.",W 59-0
1931,1931 Football,09/26/1931,TBA,Home,North Dakota State,"Minneapolis, Minn.",W 13-7
1931,1931 Football,09/26/1931,TBA,Home,Ripon,"Minneapolis, Minn.",W 30-0
1931,1931 Football,10/03/1931,TBA,Home,Oklahoma A&M,"Minneapolis, Minn.",W 20-0
1931,1931 Football,10/24/1931,TBA,Home,Iowa,"Minneapolis, Minn.",W 34-0
1931,1931 Football,10/31/1931,TBA,Home,Wisconsin,"Minneapolis, Minn.",W 14-0
1931,1931 Football,11/14/1931,TBA,Home,Cornell (Iowa),"Minneapolis, Minn.",W 47-7
1931,1931 Football,11/28/1931,TBA,Home,Ohio State,"Minneapolis, Minn.",W 19-7
1932,1932 Football,10/01/1932,TBA,Home,South Dakota St.,"Minneapolis, Minn.",W 12-0
1932,1932 Football,10/08/1932,TBA,Home,Purdue,"Minneapolis, Minn.",L 0-7
1932,1932 Football,10/15/1932,TBA,Home,Nebraska,"Minneapolis, Minn.",W 7-6
1932,1932 Football,11/05/1932,TBA,Home,Ole Miss,"Minneapolis, Minn.",W 26-0
1932,1932 Football,11/19/1932,TBA,Home,Michigan,"Minneapolis, Minn.",L 0-3
1933,1933 Football,09/30/1933,TBA,Home,South Dakota St.,"Minneapolis, Minn.",W 19-6
1933,1933 Football,10/07/1933,TBA,Home,Indiana,"St. Paul, Minn.",T 6-6
1933,1933 Football,10/14/1933,TBA,Home,Purdue,"Minneapolis, Minn.",T 7-7
1933,1933 Football,10/21/1933,TBA,Home,Pittsburgh,"St. Paul, Minn.",W 7-3
1933,1933 Football,10/28/1933,TBA,Home,Iowa,"Minneapolis, Minn.",W 19-7
1933,1933 Football,11/25/1933,TBA,Home,Wisconsin,"Minneapolis, Minn.",W 6-3
1934,1934 Football,09/29/1934,TBA,Home,North Dakota State,"Minneapolis, Minn.",W 56-12
1934,1934 Football,10/06/1934,TBA,Home,Nebraska,"Minneapolis, Minn.",W 20-0
1934,1934 Football,11/03/1934,TBA,Home,Michigan,"Minneapolis, Minn.",W 34-0
1934,1934 Football,11/10/1934,TBA,Home,Indiana,"St. Paul, Minn.",W 30-0
1934,1934 Football,11/17/1934,TBA,Home,Chicago,"Minneapolis, Minn.",W 35-7
1935,1935 Football,09/28/1935,TBA,Home,North Dakota State,"Minneapolis, Minn.",W 26-6
1935,1935 Football,10/19/1935,TBA,Home,Tulane,"Minneapolis, Minn.",W 20-0
1935,1935 Football,10/26/1935,TBA,Home,Northwestern,"St. Paul, Minn.",W 21-13
1935,1935 Football,11/02/1935,TBA,Home,Purdue,"Minneapolis, Minn.",W 29-7
1935,1935 Football,11/23/1935,TBA,Home,Wisconsin,"Minneapolis, Minn.",W 33-7
1936,1936 Football,10/10/1936,TBA,Home,Nebraska,"Minneapolis, Minn.",W 7-0
1936,1936 Football,10/17/1936,TBA,Home,Michigan,"Minneapolis, Minn.",W 26-0
1936,1936 Football,10/24/1936,TBA,Home,Purdue,"Minneapolis, Minn.",W 33-0
1936,1936 Football,11/07/1936,TBA,Home,Iowa,"Minneapolis, Minn.",W 52-0
1936,1936 Football,11/14/1936,TBA,Home,Texas,"Minneapolis, Minn.",W 47-19
1938,1938 Football,09/24/1938,TBA,Home,Washington,"Minneapolis, Minn.",W 15-0
1938,1938 Football,10/01/1938,TBA,Home,Nebraska,"Minneapolis, Minn.",W 16-7
1938,1938 Football,10/08/1938,TBA,Home,Purdue,"Minneapolis, Minn.",W 7-0
1938,1938 Football,10/15/1938,TBA,Home,Michigan,"Minneapolis, Minn.",W 7-6
1938,1938 Football,11/05/1938,TBA,Home,Iowa,"Minneapolis, Minn.",W 28-0
1939,1939 Football,09/30/1939,TBA,Home,Arizona,"Minneapolis, Minn.",W 62-0
1939,1939 Football,10/14/1939,TBA,Home,Purdue,"Minneapolis, Minn.",T 13-13
1939,1939 Football,10/21/1939,TBA,Home,Ohio State,"St. Paul, Minn.",L 20-23
1939,1939 Football,11/04/1939,TBA,Home,Northwestern,"St. Paul, Minn.",L 7-14
1939,1939 Football,11/25/1939,TBA,Home,Wisconsin,"Minneapolis, Minn.",W 23-6
1940,1940 Football,09/27/1940,TBA,Home,Washington,"Minneapolis, Minn.",W 14-6
1940,1940 Football,10/05/1940,TBA,Home,Nebraska,"Minneapolis, Minn.",W 13-7
1940,1940 Football,10/19/1940,TBA,Home,Ohio State,"Minneapolis, Minn.",W 13-7
1940,1940 Football,10/26/1940,TBA,Home,Iowa,"Minneapolis, Minn.",W 34-6
1940,1940 Football,11/09/1940,TBA,Home,Michigan,"Minneapolis, Minn.",W 7-6
1940,1940 Football,11/16/1940,TBA,Home,Purdue,"Minneapolis, Minn.",W 33-6
1941,1941 Football,10/11/1941,TBA,Home,Illinois,"Minneapolis, Minn.",W 34-6
1941,1941 Football,10/18/1941,TBA,Home,Pittsburgh,"Minneapolis, Minn.",W 39-0
1941,1941 Football,11/01/1941,TBA,Home,Northwestern,"Minneapolis, Minn.",W 8-7
1941,1941 Football,11/08/1941,TBA,Home,Nebraska,"Minneapolis, Minn.",W 9-0
1941,1941 Football,11/22/1941,TBA,Home,Wisconsin,"St. Paul, Minn.",W 41-6
1942,1942 Football,09/26/1942,TBA,Home,Pittsburgh,"Minneapolis, Minn.",W 50-7
1942,1942 Football,10/03/1942,TBA,Home,Iowa Seahawks,"Minneapolis, Minn.",L 6-7
1942,1942 Football,10/24/1942,TBA,Home,Michigan,"Minneapolis, Minn.",W 16-14
1942,1942 Football,10/31/1942,TBA,Home,Northwestern,"Minneapolis, Minn.",W 19-7
1942,1942 Football,11/07/1942,TBA,Home,Indiana,"Minneapolis, Minn.",L 0-7
1942,1942 Football,11/14/1942,TBA,Home,Iowa,"Minneapolis, Minn.",W 27-7
1943,1943 Football,09/25/1943,TBA,Home,Missouri,"Minneapolis, Minn.",W 26-13
1943,1943 Football,10/02/1943,TBA,Home,Nebraska,"Minneapolis, Minn.",W 54-0
1943,1943 Football,10/16/1943,TBA,Home,Camp Grant,"Minneapolis, Minn.",W 13-7
1943,1943 Football,11/06/1943,TBA,Home,Purdue,"Minneapolis, Minn.",L 7-14
1943,1943 Football,11/13/1943,TBA,Home,Iowa,"St. Paul, Minn.",W 33-14
1943,1943 Football,11/20/1943,TBA,Home,Wisconsin,"Minneapolis, Minn.",W 25-13
1943,1943 Football,11/27/1943,TBA,Home,Iowa Seahawks,"Minneapolis, Minn.",L 0-32
1944,1944 Football,09/23/1944,TBA,Home,Iowa Seahawks,"Minneapolis, Minn.",L 13-19
1944,1944 Football,09/30/1944,TBA,Home,Nebraska,"Minneapolis, Minn.",W 39-0
1944,1944 Football,10/07/1944,TBA,Home,Michigan,"Minneapolis, Minn.",L 13-28
1944,1944 Football,10/14/1944,TBA,Home,Missouri,"Minneapolis, Minn.",W 39-27
1944,1944 Football,11/11/1944,TBA,Home,Indiana,"Minneapolis, Minn.",W 19-14
1944,1944 Football,11/14/1944,TBA,Home,Northwestern,"Minneapolis, Minn.",T 14-14
1945,1945 Football,09/22/1945,TBA,Home,Missouri,"Minneapolis, Minn.",W 34-0
1945,1945 Football,10/13/1945,TBA,Home,Fort Warren,"Minneapolis, Minn.",W 14-0
1945,1945 Football,10/20/1945,TBA,Home,Northwestern,"Minneapolis, Minn.",W 30-7
1945,1945 Football,10/27/1945,TBA,Home,Ohio State,"Minneapolis, Minn.",L 7-20
1945,1945 Football,11/10/1945,TBA,Home,Indiana,"Minneapolis, Minn.",L 0-49
1945,1945 Football,11/24/1945,TBA,Home,Wisconsin,"Minneapolis, Minn.",L 12-26
1946,1946 Football,09/28/1946,TBA,Home,Nebraska,"Minneapolis, Minn.",W 33-6
1946,1946 Football,10/05/1946,TBA,Home,Indiana,"Minneapolis, Minn.",L 0-21
1946,1946 Football,10/19/1946,TBA,Home,Wyoming,"Minneapolis, Minn.",W 46-0
1946,1946 Football,11/02/1946,TBA,Home,Michigan,"Minneapolis, Minn.",L 0-21
1946,1946 Football,11/09/1946,TBA,Home,Purdue,"Minneapolis, Minn.",W 13-7
1946,1946 Football,11/16/1946,TBA,Home,Iowa,"Minneapolis, Minn.",W 16-6
1947,1947 Football,09/27/1947,TBA,Home,Washington,"Minneapolis, Minn.",W 7-6
1947,1947 Football,10/11/1947,TBA,Home,Northwestern,"Minneapolis, Minn.",W 37-21
1947,1947 Football,11/01/1947,TBA,Home,Pittsburgh,"Minneapolis, Minn.",W 29-0
1947,1947 Football,11/08/1947,TBA,Home,Purdue,"Minneapolis, Minn.",W 26-21
1948,1948 Football,10/02/1948,TBA,Home,Nebraska,"Minneapolis, Minn.",W 39-13
1948,1948 Football,10/16/1948,TBA,Home,Illinois,"Minneapolis, Minn.",W 6-0
1948,1948 Football,10/23/1948,TBA,Home,Michigan,"Minneapolis, Minn.",L 14-27
1948,1948 Football,10/30/1948,TBA,Home,Indiana,"Minneapolis, Minn.",W 30-7
1948,1948 Football,11/06/1948,TBA,Home,Purdue,"Minneapolis, Minn.",W 34-7
1949,1949 Football,09/24/1949,TBA,Home,Washington,"St. Paul, Minn.",W 48-20
1949,1949 Football,10/08/1949,TBA,Home,Northwestern,"St. Paul, Minn.",W 21-7
1949,1949 Football,10/27/1949,TBA,Home,Purdue,"Minneapolis, Minn.",L 7-13
1949,1949 Football,11/05/1949,TBA,Home,Iowa,"St. Paul, Minn.",W 55-7
1949,1949 Football,11/19/1949,TBA,Home,Wisconsin,"Minneapolis, Minn.",W 14-6
1950,1950 Football,10/07/1950,TBA,Home,Nebraska,"Minneapolis, Minn.",L 26-32
1950,1950 Football,10/21/1950,TBA,Home,Ohio State,"Minneapolis, Minn.",L 0-48
1950,1950 Football,10/28/1950,TBA,Home,Michigan,"Minneapolis, Minn.",T 7-7
1950,1950 Football,11/04/1950,TBA,Home,Iowa,"Minneapolis, Minn.",L 0-13
1950,1950 Football,11/18/1950,TBA,Home,Purdue,"Minneapolis, Minn.",W 27-14
1951,1951 Football,09/29/1951,TBA,Home,Washington,"Minneapolis, Minn.",L 20-25
1951,1951 Football,10/13/1951,TBA,Home,Northwestern,"Minneapolis, Minn.",L 7-21
1951,1951 Football,10/20/1951,TBA,Home,Nebraska,"Minneapolis, Minn.",W 39-20
1951,1951 Football,11/10/1951,TBA,Home,Indiana,"Minneapolis, Minn.",W 16-14
1951,1951 Football,11/24/1951,TBA,Home,Wisconsin,"Minneapolis, Minn.",L 6-30
1952,1952 Football,10/04/1952,TBA,Home,California,"Minneapolis, Minn.",L 13-49
1952,1952 Football,10/11/1952,TBA,Home,Northwestern,"Minneapolis, Minn.",W 27-26
1952,1952 Football,10/18/1952,TBA,Home,Illinois,"Minneapolis, Minn.",W 13-7
1952,1952 Football,11/01/1952,TBA,Home,Iowa,"Minneapolis, Minn.",W 17-7
1952,1952 Football,11/08/1952,TBA,Home,Purdue,"Minneapolis, Minn.",T 14-14
1953,1953 Football,10/03/1953,TBA,Home,Michigan State,"Minneapolis, Minn.",L 0-21
1953,1953 Football,10/24/1953,TBA,Home,Michigan,"Minneapolis, Minn.",W 22-0
1953,1953 Football,10/31/1953,TBA,Home,Pittsburgh,"Minneapolis, Minn.",W 35-14
1953,1953 Football,11/07/1953,TBA,Home,Indiana,"Minneapolis, Minn.",W 28-20
1953,1953 Football,11/21/1953,TBA,Home,Wisconsin,"Minneapolis, Minn.",T 21-21
1954,1954 Football,09/25/1954,TBA,Home,Nebraska,"Minneapolis, Minn.",W 19-7
1954,1954 Football,10/09/1954,TBA,Home,Northwestern,"Minneapolis, Minn.",W 26-7
